Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST
105,2007,Deon Anderson (FA),0,0,0.0,0,0,0,6,0,55,9.2,0,0,6,5.5,0.9,0.0%
155,2002,Deon Dyer (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
122,2021,Deon Jackson (IND),13,31,2.4,10,0,1,0,0,0,0.0,0,0,5,9.1,1.8,0.1%
149,2021,Derek Watt (PIT),1,1,1.0,1,0,0,3,3,15,5.0,0,0,11,1.6,0.1,0.1%
180,2020,Derek Watt (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0,0,12,0.0,0.0,0.1%
106,2019,Derek Watt (PIT),7,10,1.4,3,0,1,3,5,32,10.7,0,0,16,10.2,0.6,0.1%
144,2018,Derek Watt (PIT),4,11,2.8,8,0,0,1,1,2,2.0,0,0,16,1.3,0.1,0.1%
125,2017,Derek Watt (PIT),6,24,4.0,17,0,0,2,3,35,17.5,0,0,16,5.9,0.4,0.1%
119,2016,Derek Watt (PIT),2,4,2.0,2,0,0,4,4,83,20.8,0,0,16,8.7,0.5,0.1%
113,2006,Derrick Blaylock (FA),25,44,1.8,6,0,0,5,0,29,5.8,0,0,2,7.3,3.7,0.0%
125,2005,Derrick Blaylock (FA),17,53,3.1,11,0,0,3,0,17,5.7,0,0,6,7.0,1.2,0.0%
29,2004,Derrick Blaylock (FA),118,539,4.6,24,0,8,25,36,246,9.8,1,0,12,132.5,11.0,0.0%
64,2003,Derrick Blaylock (FA),22,112,5.1,25,0,2,15,22,181,12.1,1,0,13,47.3,3.6,0.0%
105,2002,Derrick Blaylock (FA),16,72,4.5,16,0,0,5,10,47,9.4,0,0,10,11.9,1.2,0.0%
192,2019,Derrick Coleman (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%
135,2018,Derrick Coleman (FA),2,3,1.5,2,0,0,2,3,17,8.5,0,0,16,2.0,0.1,0.1%
137,2017,Derrick Coleman (FA),2,8,4.0,5,0,0,2,7,20,10.0,0,0,16,2.8,0.2,0.1%
142,2015,Derrick Coleman (FA),8,32,4.0,19,0,0,1,1,0,0.0,0,0,14,3.2,0.2,0.1%
124,2014,Derrick Coleman (FA),0,0,0.0,0,0,0,2,2,29,14.5,1,0,5,8.9,1.8,0.1%
106,2013,Derrick Coleman (FA),2,3,1.5,4,0,0,8,8,62,7.8,1,0,12,12.5,1.0,0.1%
68,2021,Derrick Gore (FA),51,256,5.0,51,5,2,8,9,105,13.1,0,0,8,48.1,6.0,0.0%
14,2021,Derrick Henry (TEN),219,937,4.3,76,9,10,18,20,154,8.6,0,0,8,175.3,21.9,100.0%
1,2020,Derrick Henry (TEN),378,"2,027",5.4,94,30,17,19,31,114,6.0,0,2,16,314.1,19.6,100.0%
2,2019,Derrick Henry (TEN),303,"1,540",5.1,74,20,16,18,24,206,11.4,2,3,15,276.6,18.4,100.0%
13,2018,Derrick Henry (TEN),215,"1,052",4.9,99,11,12,15,18,99,6.6,0,1,16,185.6,11.6,100.0%
25,2017,Derrick Henry (TEN),176,744,4.2,75,5,5,11,17,136,12.4,1,0,16,124.0,7.8,100.0%
39,2016,Derrick Henry (TEN),110,490,4.5,22,1,5,13,15,137,10.5,0,0,15,92.7,6.2,100.0%
149,2006,Derrick Ross (FA),3,8,2.7,4,0,0,0,0,0,0.0,0,0,4,0.8,0.2,0.0%
86,2011,Derrick Ward (FA),45,154,3.4,15,0,2,0,1,0,0.0,0,0,5,27.4,5.5,0.0%
54,2010,Derrick Ward (FA),50,315,6.3,38,0,4,7,11,61,8.7,0,0,14,61.6,4.4,0.0%
47,2009,Derrick Ward (FA),114,409,3.6,28,0,1,20,24,150,7.5,2,0,14,73.9,5.3,0.0%
23,2008,Derrick Ward (FA),156,848,5.4,51,0,2,35,0,329,9.4,0,0,13,129.7,10.0,0.0%
26,2007,Derrick Ward (FA),101,448,4.4,44,0,2,24,0,150,6.3,1,0,7,77.8,11.1,0.0%
171,2006,Derrick Ward (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,8,0.0,0.0,0.0%
100,2005,Derrick Ward (FA),35,123,3.5,12,0,0,2,1,13,6.5,0,0,12,13.6,1.1,0.0%
178,2004,Derrick Ward (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,1,5,-2.0,-0.4,0.0%
136,2006,Derrick Wimbush (FA),1,3,3.0,3,0,0,4,0,23,5.8,0,0,7,2.6,0.4,0.0%
112,2005,Derrick Wimbush (FA),3,12,4.0,7,0,1,5,3,26,5.2,0,0,14,9.8,0.7,0.0%
62,2019,Derrius Guice (FA),42,245,5.8,60,7,2,7,9,79,11.3,1,0,5,50.4,10.1,1.1%
66,2008,DeShaun Foster (FA),69,213,3.1,18,0,1,14,3,119,8.5,1,0,8,45.2,5.7,0.0%
27,2007,DeShaun Foster (FA),133,529,4.0,20,0,2,15,8,83,5.5,1,1,8,77.2,9.7,0.0%
31,2006,DeShaun Foster (FA),227,897,4.0,43,0,3,32,0,159,5.0,0,0,14,123.6,8.8,0.0%
23,2005,DeShaun Foster (FA),205,879,4.3,70,0,2,34,0,372,10.9,1,0,15,143.1,9.5,0.0%
65,2004,DeShaun Foster (FA),59,255,4.3,71,0,2,9,5,76,8.4,0,0,4,45.1,11.3,0.0%
44,2003,DeShaun Foster (FA),113,429,3.8,21,0,0,26,35,207,8.0,2,3,14,69.6,5.0,0.0%
161,2010,DeShawn Wynn (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
128,2009,DeShawn Wynn (FA),6,19,3.2,6,0,0,2,7,19,9.5,0,0,3,3.8,1.3,0.0%
84,2008,DeShawn Wynn (FA),8,110,13.8,73,0,1,3,0,30,10.0,0,0,4,20.0,5.0,0.0%
39,2007,DeShawn Wynn (FA),50,203,4.1,44,0,4,9,0,73,8.1,0,0,7,51.6,7.4,0.0%
181,2019,Detrez Newsome (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
115,2018,Detrez Newsome (FA),11,49,4.5,16,0,0,2,2,19,9.5,0,0,9,6.8,0.8,0.0%
156,2003,Detron Smith (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,6,0.0,0.0,0.0%
136,2002,Detron Smith (FA),0,0,0.0,0,0,0,1,1,14,14.0,0,0,6,1.4,0.2,0.0%
48,2008,Deuce McAllister (FA),85,335,3.9,19,0,4,17,0,118,6.9,1,0,11,75.3,6.8,0.0%
97,2007,Deuce McAllister (FA),24,92,3.8,15,0,0,4,1,15,3.8,0,1,3,8.7,2.9,0.0%
13,2006,Deuce McAllister (FA),244,"1,057",4.3,57,0,10,30,0,198,6.6,0,0,15,185.5,12.4,0.0%
53,2005,Deuce McAllister (FA),93,335,3.6,26,0,3,17,0,117,6.9,0,0,5,63.2,12.6,0.0%
19,2004,Deuce McAllister (FA),269,"1,074",4.0,71,0,9,34,48,228,6.7,0,4,14,176.2,12.6,0.0%
7,2003,Deuce McAllister (FA),351,"1,641",4.7,76,0,8,69,86,516,7.5,0,4,16,255.7,16.0,0.0%
6,2002,Deuce McAllister (FA),325,"1,388",4.3,62,0,13,47,74,352,7.5,3,3,15,264.0,17.6,0.0%
175,2017,Devante Mays (FA),4,1,0.3,2,0,0,3,3,0,0.0,0,1,8,-1.9,-0.2,0.1%
167,2010,Devin Moore (FA),2,-2,-1.0,1,0,0,0,0,0,0.0,0,1,4,-2.2,-0.6,0.0%
19,2021,Devin Singletary (BUF),188,870,4.6,46,10,7,40,50,228,5.7,1,0,17,157.8,9.3,93.1%
37,2020,Devin Singletary (BUF),156,687,4.4,51,6,2,38,50,269,7.1,0,1,16,105.6,6.6,93.1%
31,2019,Devin Singletary (BUF),151,775,5.1,38,8,2,29,41,194,6.7,2,1,12,118.9,9.9,93.1%
162,2021,Devine Ozigbo (DEN),1,-3,-3.0,0,0,0,1,1,7,7.0,0,0,2,0.4,0.2,0.0%
136,2020,Devine Ozigbo (DEN),1,1,1.0,1,0,0,9,9,42,4.7,0,0,8,4.3,0.5,0.0%
120,2019,Devine Ozigbo (DEN),9,27,3.0,9,0,0,3,5,23,7.7,0,0,10,5.0,0.5,0.0%
32,2021,Devonta Freeman (FA),133,576,4.3,32,6,5,34,42,190,5.6,1,0,16,112.6,7.0,0.1%
85,2020,Devonta Freeman (FA),54,172,3.2,14,0,1,7,10,58,8.3,0,0,5,29.0,5.8,0.1%
26,2019,Devonta Freeman (FA),184,656,3.6,28,3,2,59,70,410,6.9,4,2,14,138.6,9.9,0.1%
108,2018,Devonta Freeman (FA),14,68,4.9,20,2,0,5,7,23,4.6,0,0,2,9.1,4.6,0.1%
13,2017,Devonta Freeman (FA),196,865,4.4,44,5,7,36,47,317,8.8,1,1,14,164.2,11.7,0.1%
6,2016,Devonta Freeman (FA),227,"1,079",4.8,75,7,11,54,65,462,8.6,2,1,16,230.1,14.4,0.1%
1,2015,Devonta Freeman (FA),265,"1,056",4.0,39,6,11,73,97,578,7.9,3,2,15,243.4,16.2,0.1%
61,2014,Devonta Freeman (FA),65,248,3.8,31,2,1,30,37,225,7.5,1,1,16,57.3,3.6,0.1%
35,2021,Devontae Booker (FA),145,593,4.1,31,4,2,40,45,268,6.7,1,0,16,104.1,6.5,0.0%
55,2020,Devontae Booker (FA),93,423,4.5,43,6,3,17,21,84,4.9,0,0,16,68.7,4.3,0.0%
115,2019,Devontae Booker (FA),2,9,4.5,5,0,0,6,9,57,9.5,0,0,16,6.6,0.4,0.0%
68,2018,Devontae Booker (FA),34,183,5.4,26,1,1,38,51,275,7.2,0,1,16,49.8,3.1,0.0%
60,2017,Devontae Booker (FA),79,299,3.8,26,1,1,30,38,275,9.2,0,1,13,61.4,4.7,0.0%
29,2016,Devontae Booker (FA),174,612,3.5,18,0,4,31,45,265,8.5,1,3,16,111.7,7.0,0.0%
133,2016,Dexter McCluster (FA),3,2,0.7,2,0,0,7,11,36,5.1,0,0,6,3.8,0.6,0.0%
60,2015,Dexter McCluster (FA),55,247,4.5,44,2,1,31,41,260,8.4,1,2,11,60.7,5.5,0.0%
81,2014,Dexter McCluster (FA),40,131,3.3,16,0,0,26,36,197,7.6,1,1,14,36.8,2.6,0.0%
53,2013,Dexter McCluster (FA),8,5,0.6,5,0,0,53,83,511,9.6,2,0,15,63.6,4.2,0.0%
57,2012,Dexter McCluster (FA),12,70,5.8,19,0,0,52,76,452,8.7,1,2,16,54.2,3.4,0.0%
40,2011,Dexter McCluster (FA),114,516,4.5,32,0,1,46,64,328,7.1,1,3,16,90.4,5.7,0.0%
76,2010,Dexter McCluster (FA),18,71,3.9,20,0,0,21,39,209,10.0,1,1,11,32.0,2.9,0.0%
153,2020,Dexter Williams (FA),2,8,4.0,5,0,0,0,0,0,0.0,0,0,3,0.8,0.3,0.0%
138,2019,Dexter Williams (FA),5,11,2.2,5,0,0,0,0,0,0.0,0,0,4,1.1,0.3,0.0%
162,2006,Diamond Ferri (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
97,2010,Dimitri Nance (FA),36,95,2.6,11,0,0,3,4,30,10.0,0,0,9,12.5,1.4,0.0%
77,2020,Dion Lewis (FA),29,115,4.0,19,0,2,19,30,127,6.7,1,2,16,38.2,2.4,2.0%
72,2019,Dion Lewis (FA),54,210,3.9,17,0,0,25,32,164,6.6,1,1,16,41.4,2.6,2.0%
36,2018,Dion Lewis (FA),155,517,3.3,36,3,1,59,67,400,6.8,1,1,16,101.7,6.4,2.0%
12,2017,Dion Lewis (FA),180,896,5.0,44,7,6,32,35,214,6.7,3,0,16,165.0,10.3,2.0%
73,2016,Dion Lewis (FA),64,283,4.4,15,0,0,17,24,94,5.5,0,0,7,37.7,5.4,2.0%
48,2015,Dion Lewis (FA),49,234,4.8,13,0,2,36,50,388,10.8,2,1,7,84.2,12.0,2.0%
109,2012,Dion Lewis (FA),13,69,5.3,17,0,1,2,2,24,12.0,0,0,9,15.3,1.7,2.0%
101,2011,Dion Lewis (FA),23,102,4.4,20,0,1,1,1,-3,-3.0,0,1,15,13.9,0.9,2.0%
17,2005,Domanick Williams (FA),230,976,4.2,44,0,2,39,4,337,8.6,4,0,11,167.3,15.2,0.0%
6,2004,Domanick Williams (FA),302,"1,188",3.9,44,0,13,68,84,588,8.6,1,4,15,253.6,16.9,0.0%
14,2003,Domanick Williams (FA),238,"1,031",4.3,51,0,8,47,68,351,7.5,0,3,14,180.2,12.9,0.0%
93,2010,Dominic Rhodes (FA),37,172,4.6,15,0,0,1,4,4,4.0,0,1,3,15.6,5.2,0.0%
22,2008,Dominic Rhodes (FA),146,507,3.5,38,0,6,39,0,264,6.8,3,0,12,131.1,10.9,0.0%
119,2007,Dominic Rhodes (FA),9,21,2.3,11,0,0,1,0,10,10.0,0,0,3,3.1,1.0,0.0%
32,2006,Dominic Rhodes (FA),187,641,3.4,17,0,5,36,0,251,7.0,0,0,16,119.2,7.5,0.0%
67,2005,Dominic Rhodes (FA),40,118,3.0,24,0,4,12,0,88,7.3,0,0,13,44.6,3.4,0.0%
79,2004,Dominic Rhodes (FA),53,254,4.8,55,0,1,2,3,24,12.0,0,1,16,31.8,2.0,0.0%
84,2003,Dominic Rhodes (FA),37,157,4.2,25,0,0,6,7,62,10.3,1,0,11,27.9,2.5,0.0%
135,2016,Don Jackson (FA),10,32,3.2,7,0,0,0,1,0,0.0,0,0,3,3.2,1.1,0.0%
78,2015,Donald Brown (FA),59,229,3.9,53,2,1,8,13,88,11.0,0,0,10,37.7,3.8,0.0%
74,2014,Donald Brown (FA),85,223,2.6,16,0,0,29,41,211,7.3,0,0,13,43.4,3.3,0.0%
26,2013,Donald Brown (FA),102,537,5.3,51,4,6,27,35,214,7.9,2,0,16,123.1,7.7,0.0%
55,2012,Donald Brown (FA),108,417,3.9,19,0,1,9,13,93,10.3,0,0,10,59.0,5.9,0.0%
35,2011,Donald Brown (FA),134,645,4.8,80,0,5,16,19,86,5.4,0,0,16,103.1,6.4,0.0%
47,2010,Donald Brown (FA),129,497,3.9,49,0,2,20,28,205,10.3,0,0,13,82.2,6.3,0.0%
54,2009,Donald Brown (FA),78,281,3.6,45,0,3,11,14,169,15.4,0,0,11,63.0,5.7,0.0%
184,2019,Donnie Ernsberger (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
161,2018,Donnie Ernsberger (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
65,2021,Dontrell Hilliard (TEN),56,350,6.3,68,6,2,19,26,87,4.6,0,1,8,53.7,6.7,4.8%
133,2020,Dontrell Hilliard (TEN),9,48,5.3,19,0,0,1,1,2,2.0,0,0,7,5.0,0.7,4.8%
84,2019,Dontrell Hilliard (TEN),13,49,3.8,11,0,2,12,15,92,7.7,0,0,14,26.1,1.9,4.8%
110,2018,Dontrell Hilliard (TEN),0,0,0.0,0,0,0,9,10,105,11.7,0,0,11,8.5,0.8,4.8%
40,2004,Dorsey Levens (FA),94,410,4.4,45,0,4,9,14,92,10.2,0,0,13,74.2,5.7,0.0%
71,2003,Dorsey Levens (FA),68,197,2.9,17,0,3,5,7,39,7.8,0,0,11,41.6,3.8,0.0%
48,2002,Dorsey Levens (FA),75,411,5.5,47,0,1,19,28,124,6.5,1,1,16,63.5,4.0,0.0%
130,2003,Doug Chapman (FA),15,33,2.2,6,0,0,1,1,8,8.0,0,0,4,4.1,1.0,0.0%
114,2002,Doug Chapman (FA),12,89,7.4,27,0,0,0,1,0,0.0,0,0,6,8.9,1.5,0.0%
164,2004,Doug Easlick (FA),0,0,0.0,0,0,0,1,2,4,4.0,0,0,2,0.4,0.2,0.0%
35,2018,Doug Martin (FA),172,723,4.2,29,2,4,18,24,116,6.4,0,3,16,101.9,6.4,0.0%
56,2017,Doug Martin (FA),138,406,2.9,27,1,3,9,18,84,9.3,0,1,11,67.0,6.1,0.0%
52,2016,Doug Martin (FA),144,421,2.9,17,0,3,14,16,134,9.6,0,1,8,71.5,8.9,0.0%
3,2015,Doug Martin (FA),288,"1,402",4.9,84,14,6,33,44,271,8.2,1,5,16,199.3,12.5,0.0%
48,2014,Doug Martin (FA),134,494,3.7,63,2,2,13,20,64,4.9,0,0,11,67.8,6.2,0.0%
57,2013,Doug Martin (FA),127,456,3.6,28,2,1,12,24,66,5.5,0,1,6,56.2,9.4,0.0%
2,2012,Doug Martin (FA),319,"1,454",4.6,70,11,11,49,70,472,9.6,1,1,16,262.6,16.4,0.0%
174,2015,Dreamius Smith (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
169,2015,Drew Smith (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,16,0.0,0.0,0.0%
165,2015,Dri Archer (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,8,0.0,0.0,0.0%
133,2014,Dri Archer (FA),10,40,4.0,15,0,0,7,10,23,3.3,0,0,12,6.3,0.5,0.0%
91,2005,Duce Staley (FA),38,148,3.9,17,0,1,6,0,34,5.7,0,0,4,24.2,6.1,0.0%
36,2004,Duce Staley (FA),192,830,4.3,38,0,1,6,12,55,9.2,0,2,10,90.5,9.1,0.0%
28,2003,Duce Staley (FA),96,463,4.8,22,0,5,36,47,382,10.6,2,2,16,122.5,7.7,0.0%
13,2002,Duce Staley (FA),269,"1,029",3.8,57,0,5,51,69,541,10.6,3,0,16,207.0,12.9,0.0%
161,2019,DuJuan Harris (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
83,2016,DuJuan Harris (FA),38,138,3.6,19,0,0,8,9,115,14.4,1,2,10,27.3,2.7,0.0%
90,2015,DuJuan Harris (FA),48,189,3.9,47,3,0,9,14,97,10.8,0,1,4,26.6,6.7,0.0%
128,2014,DuJuan Harris (FA),16,64,4.0,12,0,0,1,2,11,11.0,0,0,15,7.5,0.5,0.0%
84,2012,DuJuan Harris (FA),34,157,4.6,21,1,2,2,2,17,8.5,0,0,4,29.4,7.4,0.0%
128,2011,DuJuan Harris (FA),9,42,4.7,24,0,0,1,2,4,4.0,0,0,5,4.6,0.9,0.0%
64,2021,Duke Johnson Jr. (BUF),71,330,4.6,27,1,3,4,5,41,10.3,0,0,5,55.1,11.0,0.1%
65,2020,Duke Johnson Jr. (BUF),77,235,3.1,23,1,1,28,35,249,8.9,1,2,11,56.4,5.1,0.1%
35,2019,Duke Johnson Jr. (BUF),83,410,4.9,40,6,2,44,62,410,9.3,3,1,16,110.0,6.9,0.1%
48,2018,Duke Johnson Jr. (BUF),40,201,5.0,23,1,0,47,62,429,9.1,3,0,16,85.0,5.3,0.1%
21,2017,Duke Johnson Jr. (BUF),82,348,4.2,19,0,4,74,93,693,9.4,3,2,16,142.1,8.9,0.1%
40,2016,Duke Johnson Jr. (BUF),73,358,4.9,22,2,1,53,74,514,9.7,0,1,16,91.2,5.7,0.1%
34,2015,Duke Johnson Jr. (BUF),104,379,3.6,39,2,0,61,74,534,8.8,2,0,16,103.3,6.5,0.1%
139,2021,Dwayne Washington (NO),4,16,4.0,5,0,0,2,2,12,6.0,0,0,8,2.8,0.4,0.2%
148,2020,Dwayne Washington (NO),8,15,1.9,5,0,0,0,0,0,0.0,0,0,11,1.5,0.1,0.2%
114,2019,Dwayne Washington (NO),8,60,7.5,31,2,0,1,1,6,6.0,0,0,16,6.6,0.4,0.2%
94,2018,Dwayne Washington (NO),27,154,5.7,28,3,0,0,0,0,0.0,0,0,13,15.4,1.2,0.2%
126,2017,Dwayne Washington (NO),20,44,2.2,6,0,0,2,2,14,7.0,0,0,5,5.8,1.2,0.2%
72,2016,Dwayne Washington (NO),90,265,2.9,28,1,1,10,15,62,6.2,0,0,12,38.7,3.2,0.2%
96,2007,Dwayne Wright (FA),24,75,3.1,12,0,0,2,1,12,6.0,0,0,6,8.7,1.5,0.0%
168,2003,Dwone Hicks (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
76,2011,Earnest Graham (FA),37,206,5.6,34,0,0,26,31,163,6.3,0,0,7,36.9,5.3,0.0%
72,2010,Earnest Graham (FA),20,99,5.0,61,0,1,16,19,130,8.1,1,1,11,37.0,3.4,0.0%
92,2009,Earnest Graham (FA),14,66,4.7,17,0,0,14,22,109,7.8,0,0,11,17.5,1.6,0.0%
61,2008,Earnest Graham (FA),75,229,3.1,14,0,2,18,6,132,7.3,0,2,6,48.2,8.0,0.0%
24,2007,Earnest Graham (FA),116,454,3.9,28,0,4,26,0,176,6.8,0,0,9,87.0,9.7,0.0%
119,2006,Earnest Graham (FA),11,59,5.4,17,0,0,1,0,4,4.0,0,0,12,6.3,0.5,0.0%
119,2005,Earnest Graham (FA),28,83,3.0,16,0,0,0,0,0,0.0,0,0,9,8.3,0.9,0.0%
127,2004,Earnest Graham (FA),13,73,5.6,13,0,0,0,1,0,0.0,0,0,7,7.3,1.0,0.0%
41,2004,Eddie George (FA),132,432,3.3,24,0,4,9,13,83,9.2,0,1,13,73.5,5.7,0.0%
21,2003,Eddie George (FA),312,"1,031",3.3,27,0,5,22,31,163,7.4,0,0,16,149.4,9.3,0.0%
10,2002,Eddie George (FA),343,"1,165",3.4,35,0,12,36,46,255,7.1,2,1,16,226.0,14.1,0.0%
92,2017,Eddie Lacy (FA),69,179,2.6,19,0,0,6,6,47,7.8,0,0,9,22.6,2.5,0.3%
71,2016,Eddie Lacy (FA),71,360,5.1,31,4,0,4,7,28,7.0,0,0,5,38.8,7.8,0.3%
25,2015,Eddie Lacy (FA),187,758,4.1,29,4,3,20,28,188,9.4,2,2,15,120.6,8.0,0.3%
6,2014,Eddie Lacy (FA),246,"1,139",4.6,44,8,9,42,55,427,10.2,4,2,16,230.6,14.4,0.3%
6,2013,Eddie Lacy (FA),284,"1,178",4.1,60,3,11,35,44,257,7.3,0,1,15,207.5,13.8,0.3%
143,2011,Eddie Williams (FA),2,2,1.0,1,0,0,1,1,17,17.0,0,0,3,1.9,0.6,0.0%
96,2009,Edgerrin James (FA),46,125,2.7,10,0,0,3,3,19,6.3,0,0,7,14.4,2.1,0.0%
73,2008,Edgerrin James (FA),62,237,3.8,35,0,1,4,2,33,8.3,0,1,9,31.0,3.4,0.0%
19,2007,Edgerrin James (FA),164,618,3.8,27,0,5,7,2,68,9.7,0,0,8,98.6,12.3,0.0%
20,2006,Edgerrin James (FA),337,"1,159",3.4,18,0,6,38,0,217,5.7,0,0,16,173.6,10.9,0.0%
5,2005,Edgerrin James (FA),360,"1,506",4.2,33,0,13,44,0,337,7.7,1,0,15,268.3,17.9,0.0%
5,2004,Edgerrin James (FA),334,"1,548",4.6,40,0,9,51,58,483,9.5,0,2,16,255.1,15.9,0.0%
10,2003,Edgerrin James (FA),310,"1,259",4.1,43,0,11,51,71,292,5.7,0,3,13,215.1,16.5,0.0%
24,2002,Edgerrin James (FA),277,989,3.6,20,0,2,61,80,354,5.8,1,2,14,150.3,10.7,0.0%
155,2014,Edwin Baker (FA),1,2,2.0,2,0,0,0,0,0,0.0,0,0,3,0.2,0.1,0.0%
75,2013,Edwin Baker (FA),43,171,4.0,20,1,2,8,9,57,7.1,0,0,3,34.8,11.6,0.0%
163,2011,Eldra Buckley (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
119,2010,Eldra Buckley (FA),21,67,3.2,13,0,0,1,2,10,10.0,0,1,10,5.7,0.6,0.0%
108,2009,Eldra Buckley (FA),15,44,2.9,9,0,1,0,0,0,0.0,0,0,10,10.4,1.0,0.0%
172,2021,Elijah Holyfield (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
165,2020,Elijah Holyfield (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
167,2017,Elijah Hood (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
257,2021,Elijah McGuire (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%
54,2018,Elijah McGuire (FA),92,276,3.0,34,2,3,19,31,193,10.2,1,2,8,66.9,8.4,0.0%
61,2017,Elijah McGuire (FA),88,315,3.6,69,1,1,17,26,177,10.4,1,2,16,59.2,3.7,0.0%
24,2021,Elijah Mitchell (SF),207,963,4.7,39,9,5,19,20,137,7.2,1,0,12,146.0,12.2,95.9%
90,2021,Elijhaa Penny (FA),24,99,4.1,12,0,1,9,13,30,3.3,1,0,13,26.9,2.1,0.0%
138,2020,Elijhaa Penny (FA),6,15,2.5,5,0,0,2,3,20,10.0,0,0,14,3.5,0.3,0.0%
124,2019,Elijhaa Penny (FA),15,39,2.6,6,0,0,2,4,9,4.5,0,0,16,4.8,0.3,0.0%
111,2018,Elijhaa Penny (FA),7,25,3.6,8,0,0,8,9,50,6.3,0,0,14,7.5,0.5,0.0%
86,2017,Elijhaa Penny (FA),31,124,4.0,14,0,2,4,6,38,9.5,0,0,16,28.2,1.8,0.0%
150,2002,Elvis Joseph (FA),0,0,0.0,0,0,0,0,1,0,0.0,0,0,11,0.0,0.0,0.0%
170,2012,Emil Igwenagu (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%
23,2004,Emmitt Smith (FA),267,937,3.5,29,0,9,15,20,105,7.0,0,1,15,161.0,10.7,0.0%
62,2003,Emmitt Smith (FA),90,256,2.8,22,0,2,14,19,107,7.6,0,0,10,48.3,4.8,0.0%
26,2002,Emmitt Smith (FA),254,975,3.8,30,0,5,16,24,89,5.6,0,1,16,134.4,8.4,0.0%
98,2021,Eno Benjamin (ARI),34,118,3.5,21,1,1,6,7,42,7.0,0,0,8,22.0,2.8,5.0%
129,2004,Eric McCoo (FA),9,54,6.0,12,0,0,2,5,15,7.5,0,0,1,6.9,6.9,0.0%
142,2002,Eric Metcalf (FA),2,7,3.5,5,0,0,0,0,0,0.0,0,0,1,0.7,0.7,0.0%
134,2006,Eric Shelton (FA),8,23,2.9,9,0,0,1,0,6,6.0,0,0,4,2.9,0.7,0.0%
111,2003,Erik Bickerstaff (FA),19,56,2.9,9,0,1,0,0,0,0.0,0,0,4,11.6,2.9,0.0%
131,2014,Erik Lorig (FA),3,4,1.3,4,0,0,9,10,27,3.0,1,1,10,7.1,0.7,0.0%
126,2013,Erik Lorig (FA),0,0,0.0,0,0,0,11,14,47,4.3,0,0,15,4.7,0.3,0.0%
111,2012,Erik Lorig (FA),0,0,0.0,0,0,0,12,19,83,6.9,1,0,16,14.3,0.9,0.0%
123,2011,Erik Lorig (FA),0,0,0.0,0,0,0,6,9,53,8.8,0,0,16,5.3,0.3,0.0%
146,2010,Erik Lorig (FA),0,0,0.0,0,0,0,1,2,10,10.0,0,0,9,1.0,0.1,0.0%
157,2014,Evan Rodriguez (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
169,2013,Evan Rodriguez (FA),0,0,0.0,0,0,0,0,1,0,0.0,0,0,7,0.0,0.0,0.0%
143,2012,Evan Rodriguez (FA),0,0,0.0,0,0,0,4,8,21,5.3,0,0,12,2.1,0.2,0.0%
156,2013,Evan Royster (FA),2,0,0.0,0,0,0,1,1,3,3.0,0,0,10,0.3,0.0,0.0%
80,2012,Evan Royster (FA),23,88,3.8,12,0,2,15,23,109,7.3,0,0,16,31.7,2.0,0.0%
72,2011,Evan Royster (FA),56,328,5.9,28,0,0,9,13,68,7.6,0,0,6,39.6,6.6,0.0%
6,2021,Ezekiel Elliott (DAL),237,"1,002",4.2,47,5,10,47,65,287,6.1,2,1,17,205.1,12.1,99.3%
